id,title,price,link,image_link
B100,Beautifying Nail Kit,59.99 USD,https://www.premierdeadsea-usa.com/en/beautifying-nail-kit-a-stimulating,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd3b86e968_B100.jpg
K91,Lip Line Ampoule Treatment,599.99 USD,https://www.premierdeadsea-usa.com/en/lip-line-ampoule-treatment,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b2632a961b_K91.jpg
A7e,Facial Exfoliating Gel,34.99 USD,https://www.premierdeadsea-usa.com/en/facial_exfoliating_gel,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b2662d96ec_A7__50ml.jpg
B227,Clear Skin kit - value set,99.90 USD,https://www.premierdeadsea-usa.com/en/clear-skin-kit-value-set,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd4a92dfdc_B227_A142_K81_K82_1.jpg
B228,Body Essentials kit - value Set,69.99 USD,https://www.premierdeadsea-usa.com/en/body-essentials-set,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60ffcd0a85a4d_B228_A141_A143_K84_1.jpg
B223,Repair and Restore - Face kit,579.90 USD,https://www.premierdeadsea-usa.com/en/repair-and-restore,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd4bda21bf_B223_A10_A18_G104.jpg
B225,Age Defying Performance kit - value set,499.90 USD,https://www.premierdeadsea-usa.com/en/age-defying-performance,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd4d1dbea0_B225_G104_A18_A12.jpg
B232,Anti Wrinkle Triple kit - value set,209.99 USD,https://www.premierdeadsea-usa.com/en/anti-wrinkle-triple,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61b602f1a0b63_Anti_Wrinkle_Triple_kit___value_set_christmas.jpg
B234,Daily Use Triplekit -  value set,219.99 USD,https://www.premierdeadsea-usa.com/en/daily-use-triple,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61b603c4d154a_daily_use_triple_christmas.jpg
A143e,"Beautifying Mask Collagen, Beta Carotene and Seaweed",49.99 USD,https://www.premierdeadsea-usa.com/en/beautifying-mask-collagen-beta-carotene-and-seaweed,
K94,Dead Sea Mineral Seaweed Mask,29.99 USD,https://www.premierdeadsea-usa.com/en/oil-control-dead-sea-seaweed-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd49f7a2ba_K94.jpg
k96,Biox Intensive Age Defying 3D Mask,0.00 USD,https://www.premierdeadsea-usa.com/en/biox-intensive-age-defying-3d-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b26a77027e_K96_548x730.jpg
K62,Gold Champagne Micro Nectar,950.00 USD,https://www.premierdeadsea-usa.com/en/gold-champagne-micro-nectar,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cabe0272fa0_K62.jpg
K63,Gold Champagne Skin Purifier,350.00 USD,https://www.premierdeadsea-usa.com/en/gold-champagne-skin-purifier,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b26ec1b067_K63.jpg
K64,Gold Champagne Eye Essence,800.00 USD,https://www.premierdeadsea-usa.com/en/gold-champagne-eye-essence,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b26f9d2799_K64.jpg
K65,Gold Champagne Rich Cream,1100.00 USD,https://www.premierdeadsea-usa.com/en/gold-champagne-rich-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b2707a5076_K65.jpg
K66,Gold Champagne Mask,1700.00 USD,https://www.premierdeadsea-usa.com/en/gold-champagne-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b2715af941_premier_dead_sea_award_winning.jpg
k67,Gold Champagne Collection Set,4700.00 USD,https://www.premierdeadsea-usa.com/en/gold-champagne-collection-set,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b2726135de_K67.jpg
B231,Biox classic Anti Aging complete treatment kit - value set,999.00 USD,https://www.premierdeadsea-usa.com/en/biox-classic-anti-aging-complete-treatment-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc7f290e37_B231_C20_C21_C22_C23_K96.jpg
G3e-G2e-G1e,Ageless Future Set,1099.00 USD,https://www.premierdeadsea-usa.com/en/ageless-future-set,
G3e-G2e-G1e-G105e,Ageless Future Total Package,1099.00 USD,https://www.premierdeadsea-usa.com/en/ageless-future-total-package,https://www.premierdeadsea-usa.com/pub/media/catalog/product/5/f/5f855c74409e8_Ci2.jpg
C21-C22-C20,Classic Biox Intensive Age Treatment Set,899.99 USD,https://www.premierdeadsea-usa.com/en/classic-biox-intensive-age-treatment-set,https://www.premierdeadsea-usa.com/pub/media/catalog/product/5/f/5f855ce0629f0_Ci3.jpg
A134e-A137e,Classic Body Butter And Scrub Pack (Passion Fruit),59.99 USD,https://www.premierdeadsea-usa.com/en/classic-body-butter-and-scrub-pack-passion-fruit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/5/f/5f855d64bf5d9_Ci5.jpg
A37e-A34e-A33e-S3e-T6-T7,Classic Complete Day Care Kit,109.99 USD,https://www.premierdeadsea-usa.com/en/classic-complete-day-care-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/5/f/5f855dad88637_Ci7.jpg
K41-K27-K26-K24,Age Smart Kit - Normal To Dry Skin,889.99 USD,https://www.premierdeadsea-usa.com/en/age-smart-kit-normal-to-dry-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b27336916a_Age_Smart_Kit___Normal_To_Dry_Skin_K41_K27_K26_K24.jpg
K41-K27-K25-K24,Age Smart Kit - Normal To Oily Skin,889.99 USD,https://www.premierdeadsea-usa.com/en/age-smart-kit-normal-to-oily-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b274176d5a_Age_Smart_Kit___Normal_To_Oily_Skin_K41_K27_K25_K24.jpg
K38-K37-K36-K35,Ageless Future Snake Venom Full Kit,7299.99 USD,https://www.premierdeadsea-usa.com/en/ageless-future-snake-venom-full-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b274fc000a_Ageless_Future_Snake_Venom_Full_Kit_k35_k36_k37_k38.jpg
K34-K33-K32-K31-K30,Prestige Biox Ultra complete Kit,2549.99 USD,https://www.premierdeadsea-usa.com/en/prestige-biox-ultra-complete-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b275e17acd_Prestige_Biox_Ultra_complete_Kit_k30_k31_k32_k33_k34.jpg
K12-K11-K10,Prestige Perfection Full Kit,549.99 USD,https://www.premierdeadsea-usa.com/en/prestige-perfection-full-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b276c911ed_Ki5.jpg
K39-K29-K28,Prestige White Full Kit,749.99 USD,https://www.premierdeadsea-usa.com/en/prestige-white-full-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b277a3c444_Prestige_White_Full_Kit_K39_K29_K28.jpg
PS38-PS37-PS36,Supreme Black Velvet Full Kit,2849.99 USD,https://www.premierdeadsea-usa.com/en/supreme-black-velvet-full-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f7a05561ca_SUPREME_BLACK_VELVET_FULL_KIT.jpg
PS7U-PS6U,Supreme Skin Minerals Eye Infusion & Eye Care,899.98 USD,https://www.premierdeadsea-usa.com/en/supreme-skin-minerals-eye-infusion-eye-care,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f7a2d90cba_PSi3.jpg
PS18-PS17-PS16-PS15,Supreme Advanced Botu - Age Defying Kit,2549.99 USD,https://www.premierdeadsea-usa.com/en/supreme-advanced-botu-age-defying-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f7a56ed933_BOTU_548x730.jpg
PS39-PS14-PS13-PS11-PS10,Supreme Face Lift Kit,2590.00 USD,https://www.premierdeadsea-usa.com/en/supreme-face-lift-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f7ab715462_PSi6.jpg
PS20-PS9-PS8-PS7U-PS6U,Supreme Skin Minerals Kit,1899.00 USD,https://www.premierdeadsea-usa.com/en/supreme-skin-minerals-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/619f7af0d67ad_PSi7.jpg
K11,Perfection Refining Moisture Cream,249.99 USD,https://www.premierdeadsea-usa.com/en/perfection-refining-moisture-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c8728a5e918_K11_copy.jpg
C37,Alcohol Based Hand Sanitizer Gel,39.90 USD,https://www.premierdeadsea-usa.com/en/alcohol-based-hand-sanitizer-gel,https://www.premierdeadsea-usa.com/pub/media/catalog/product/5/f/5f8564b7a8d80_C37_usa.jpg
A85e-C37-K02-PS21,Sanitizing Facial Health Bundle,309.99 USD,https://www.premierdeadsea-usa.com/en/sanitizing-facial-health-bundle,https://www.premierdeadsea-usa.com/pub/media/catalog/product/5/f/5f84d08d34043_PS21_K02e_A85e_C37_usa.jpg
B233,eye and face triple kit - value set,199.99 USD,https://www.premierdeadsea-usa.com/en/eye-and-face-triple,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60f8325be7377_B233_K16m_K24m_A56.jpg
B204R,Shower Cream Passion Fruit,29.99 USD,https://www.premierdeadsea-usa.com/en/shower-cream-passion-fruit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd4172810c_b204_R.jpg
B205R,Sparkling Body Gel Passion Fruit,39.99 USD,https://www.premierdeadsea-usa.com/en/sparkling-body-gel-passion-fruit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd43661408_b205_R.jpg
A22e,Facial Cleanser For Men,59.90 USD,https://www.premierdeadsea-usa.com/en/facial-cleanser-for-men,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b27c254f6b_A22e_125ml.jpg
R23,Central Stage - Powder Brush,84.90 USD,https://www.premierdeadsea-usa.com/en/central-stage-powder-brush,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd5d273688_R23_Powder_Brush_548x730.jpg
R24,Central Stage - Blush Brush,88.00 USD,https://www.premierdeadsea-usa.com/en/blush-brush,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60eadae137415_R24_Blush_Brush_548x730.jpg
R25,Central Stage - Concealer Brush,55.00 USD,https://www.premierdeadsea-usa.com/en/concealer-brush,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60eadb574612f_R25_Concealer_Brush_548x730.jpg
R26,Central Stage - Eyeshadow brush,45.00 USD,https://www.premierdeadsea-usa.com/en/eye-shadow-brush,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60eadbcdbd775_R26_Eyeshadow_brush_548x730.jpg
R27,Central Stage - Blending shadow brush,45.00 USD,https://www.premierdeadsea-usa.com/en/blending-shadow-brush,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60eadc4da1837_R27_Blending_shadow_brush_548x730.jpg
R28,Central Stage - Cupping Brush,75.00 USD,https://www.premierdeadsea-usa.com/en/face-brush,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60eadcc968add_R28_Cupping_brush_548x730.jpg
R29,Central Stage - Tow Brush,75.00 USD,https://www.premierdeadsea-usa.com/en/liquid-brush,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60eadd438d739_R29_Tow_Brush_548x730.jpg
R30,Central Stage - Primer Brush,65.00 USD,https://www.premierdeadsea-usa.com/en/primer-brush,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60eadde0409a7_R30_Primer_brush_548x730.jpg
R31,Central Stage - Lip Brush,45.00 USD,https://www.premierdeadsea-usa.com/en/lip-brush,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60eade5e4d587_R31_Lip_Brush_548x730.jpg
R32,Central Stage - Eyebrow Brush,39.00 USD,https://www.premierdeadsea-usa.com/en/eyebrow-brush,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/60eadee591d98_R32_Eyebrow_Brush_548x730.jpg
K3,Mineral micellar cleansing water,99.90 USD,https://www.premierdeadsea-usa.com/en/mineral-micellar-cleansing-water,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b27dd60f91_K3_548X730.jpg
PS21,Supreme Brightening And Pore Clarifying Cleansing Foam,99.99 USD,https://www.premierdeadsea-usa.com/en/supreme-brightening-and-pore-clarifying-cleansing-foam,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b15b051ead_PS21.jpg
R1005,Long Wear Luminous Eyeshadow Jade,49.90 USD,https://www.premierdeadsea-usa.com/en/catalog/product/view/id/755/s/long-wear-luminous-eyeshadow/#245=389,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614713b10730b_R1005.jpg
R9,CC Hydrating Color Correcting Moisture Cream,49.99 USD,https://www.premierdeadsea-usa.com/en/catalog/product/view/id/1058/s/cc-hydrating-color-correcting-moisture-cream/,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd0911827c_R901.jpg
R901,CC Hydrating Color Correcting Moisture Cream - 1.5N Light,49.99 USD,https://www.premierdeadsea-usa.com/en/catalog/product/view/id/1058/s/cc-hydrating-color-correcting-moisture-cream/#235=382,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd06d6bee2_R901.jpg
R902,CC Hydrating Color Correcting Moisture Cream - 3N Medium,49.99 USD,https://www.premierdeadsea-usa.com/en/catalog/product/view/id/1058/s/cc-hydrating-color-correcting-moisture-cream/#235=383,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd07f20901_R902.jpg
R903,CC Hydrating Color Correcting Moisture Cream - 4N Natural,49.99 USD,https://www.premierdeadsea-usa.com/en/catalog/product/view/id/1058/s/cc-hydrating-color-correcting-moisture-cream/#235=384,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd09aac968_R903.jpg
G104e,Classic Concentrated Facial Serum With Vitamins E & C,199.99 USD,https://www.premierdeadsea-usa.com/en/concentrated-facial-serum-with-vitamins-ec,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c87138262e6_G104e.jpg
G10E,Quartz Gem Lifting Serum,1399.99 USD,https://www.premierdeadsea-usa.com/en/quartz-gem-lifting-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cab8879ce2c_G10e.jpg
G11E,Quartz Gem Liquid Ice Lifting Cream,1299.99 USD,https://www.premierdeadsea-usa.com/en/quartz-gem-lifting-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b19529ff94_G11e.jpg
G12E,Quartz Gem Metamorphosis Lifting Mask,1429.99 USD,https://www.premierdeadsea-usa.com/en/quartz-gem-lifting-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b199b20279_G12e.jpg
G13E,Quartz Gem Brightening Under Eye Treatment,1099.99 USD,https://www.premierdeadsea-usa.com/en/quartz-gem-brightening-under-eye-treatment,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b19dc65958_QUARTZ_GEM_BRIGHTENING_UNDER_EYE_TREATMENT_G13.jpg
G15e,Rose Quartz Gemstone,99.99 USD,https://www.premierdeadsea-usa.com/en/rose-quartz-gemstone,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b24e852858_G15e.jpg
G15e-G13e-G12e-G11e-G10e,24H Quartz Gem Stem Cell Kit,4900.00 USD,https://www.premierdeadsea-usa.com/en/24h-quartz-gem-stem-cell-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b279bdfa2a_24H_QUARTZ_GEM_STEM_CELL_KIT.jpg
A37e,Classic Luxury Facial Cleanser With Micro Grains,34.99 USD,https://www.premierdeadsea-usa.com/en/luxury-facial-cleanser-with-micro-grains-h,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c852efa82fb_A37e.jpg
A56e,Classic Eye Serum,199.99 USD,https://www.premierdeadsea-usa.com/en/eye-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/615c41fdbe842_A56e.jpg
A69e,Classic Para Pharmaceutical Facial Exfoliating & cleansing Gel,49.99 USD,https://www.premierdeadsea-usa.com/en/para-pharmaceutical-facial-exfoliating-gel,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61b5c351c6cf1_para_pharmaceutical_facial_exfoliating_gel_Christmas.jpg
A116,Aromatic Body Butter -  Almond & Lotus,59.99 USD,https://www.premierdeadsea-usa.com/en/almond-lotus-body-butter,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c84b0cec8ea_almond_lotus_body_butter_christmas.jpg
A117,Almond & Lotus Salt Scrub,49.99 USD,https://www.premierdeadsea-usa.com/en/almond-and-lotus-salt-scrub,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c877e346aca_A117.jpg
A119,Lemongrass & Mandarin Salt Scrub,49.99 USD,https://www.premierdeadsea-usa.com/en/lemongrass-mandarin-salt-scrub,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bcf17cf0cf_A119.jpg
C2e,Classic Moisture Cream - For Normal To Oily Skin,109.99 USD,https://www.premierdeadsea-usa.com/en/crema-hidratante-clasica-para-pieles-normales-a-grasas,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/605723d598e4b_C2e.jpg
C3e,Moisture Cream - For dry Skin,109.99 USD,https://www.premierdeadsea-usa.com/en/crema-hidratante-para-pieles-secas,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd387a2a72_C3e.jpg
B203-R,Body Cream Passion Fruit,39.99 USD,https://www.premierdeadsea-usa.com/en/body-cream-passion-fruit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bd401caf3c_b203_R.jpg
A18e,Classic Age Defying Cream,129.99 USD,https://www.premierdeadsea-usa.com/en/anti-wrinkle-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c850bdafe23_A18e.jpg
B161,Classic Dead Sea Luxury Skin Care Collection - Moisturize & Foot,39.99 USD,https://www.premierdeadsea-usa.com/en/skin-care-collection-mosturize-and-foot,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc83057c05_B161.jpg
B184,Classic Facial Cleansing And Clarifying Kit,69.99 USD,https://www.premierdeadsea-usa.com/en/classic-facial-cleansing-and-clarifying-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc839bab8f_B184.jpg
B190,Classic Miracle & Peeling Kit,439.99 USD,https://www.premierdeadsea-usa.com/en/classic-miracle-and-peeling-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc85775f34_B190.jpg
B200,Facial Duo,459.99 USD,https://www.premierdeadsea-usa.com/en/facial-duo,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b18b2f3fa8_Dead_Sea_Premier_facial_duo_cream_and_mask.jpg
B40,Classic Duo Kit Box,49.99 USD,https://www.premierdeadsea-usa.com/en/duo-kit-box,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61b5fdc277c34_Classic_Duo_Kit_Box_Christmas.jpg
B43,Classic Travel Trio Gift Set,34.99 USD,https://www.premierdeadsea-usa.com/en/the-luxury-collection-spa-treatment,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc878237cd_B43.jpg
B45,Classic Pour Homme Shave & Cleanse Kit,89.99 USD,https://www.premierdeadsea-usa.com/en/pour-homme-shave-cleanse-kit,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/614b18d69e8a8_B45.jpg
C11,Dead Sea Mud Mask,49.99 USD,https://www.premierdeadsea-usa.com/en/dead-sea-mud-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c8701599df0_C11.jpg
C12,Dead Sea Mud Face Serum,49.99 USD,https://www.premierdeadsea-usa.com/en/dead-sea-mud-face-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c8707295827_C12.jpg
C13,Dead Sea Mud Cream,49.99 USD,https://www.premierdeadsea-usa.com/en/dead-sea-mud-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c870d202459_C13.jpg
K10,Perfection Refining Facial Peeling Mask,249.99 USD,https://www.premierdeadsea-usa.com/en/perfection-refining-facial-peeling-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c871dc189e8_K10_copy.jpg
K12,Perfection Bio-Performance Liposome Gel-Serum,109.99 USD,https://www.premierdeadsea-usa.com/en/perfection-bioperformance-liposome-gelserum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c8733784203_K12_35_ml_bottle.jpg
K13,Prestige Miracle Noir Mask,399.99 USD,https://www.premierdeadsea-usa.com/en/prestige-miracle-noir-mask-christmas,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c873e06c1d5_K13.jpg
K14,Prestige Moisture Complex - Normal To Dry Skin,249.99 USD,https://www.premierdeadsea-usa.com/en/prestige-moisture-complex-normal-to-dry-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c874aa0e5cd_K14.jpg
K15,Prestige Moisture Complex - Normal To Oily Skin,249.99 USD,https://www.premierdeadsea-usa.com/en/prestige-moisture-complex-normal-to-oily-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c8756943ce9_K15.jpg
K16,Prestige Eye Cream - For Sensitive Skin,299.99 USD,https://www.premierdeadsea-usa.com/en/prestige-eye-cream-for-sensitive-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cab8fc17ff2_K16_copy.jpg
B3e,Classic Pearl Whitening Cream,149.99 USD,https://www.premierdeadsea-usa.com/en/pearl-whitening-reflecting-cream-complex,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c846e3660c5_B3e.jpg
C1e,Classic Moisture Cream - Normal To Dry Skin,109.99 USD,https://www.premierdeadsea-usa.com/en/moisture-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc8e8e868d_C1e.jpg
C5e,Classic Instant Stretching & Revitalizing Mask,169.99 USD,https://www.premierdeadsea-usa.com/en/instant-stretching-and-revitalizing,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c847e07dd47_Classic_Instant_Stretching___Revitalizing_Mask_christmas.jpg
C7e,Classic Neck Cream,179.99 USD,https://www.premierdeadsea-usa.com/en/neck-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61c848d7c5533_C7e.jpg
G105e,Ageless Future Deep Wrinkle Filler,299.99 USD,https://www.premierdeadsea-usa.com/en/deep-wrinkle-filler,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc923841d1_G105e.jpg
G1e,Ageless Future Detoxifying Mask,299.99 USD,https://www.premierdeadsea-usa.com/en/cell-renewal-mask,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/608e860a83b2f_G1e.jpg
G2e,Ageless Future Cell Renewal Cream,299.99 USD,https://www.premierdeadsea-usa.com/en/cell-renewal-cream,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc960bfd7b_G2e.jpg
G3e,Ageless Future Cell Renewal Serum,299.99 USD,https://www.premierdeadsea-usa.com/en/cell-renewal-serum,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/0/602bc96ae84bc_G3e.jpg
K17,Prestige Night Cream Complex - All Skin Types,249.99 USD,https://www.premierdeadsea-usa.com/en/prestige-night-cream-complex-all-skin-types,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61cab98a23a12_K17.jpg
K18,Prestige Day Cream Complex -  Normal To Dry Skin,199.99 USD,https://www.premierdeadsea-usa.com/en/prestige-day-cream-complex--normal-to-dry-skin-,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61caba0f54e89_K18.jpg
K19,Prestige Day Cream Complex - Normal To Oily Skin,199.99 USD,https://www.premierdeadsea-usa.com/en/prestige-day-cream-complex-normal-to-oily-skin,https://www.premierdeadsea-usa.com/pub/media/catalog/product/6/1/61caba581086c_K19.jpg
